Order ID,Order Item ID,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,Warehouse Inventory,Inventory Cost Per Unit,Order Date,Shipment Date
29074,168039,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,794,Europe,Southern Europe,Italy,USA,Standard Class,4,400,0.09,200,8,1.49661,2023-09-08,2022-11-07
29075,168046,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,10185,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,500,0.25,245,105,0.35137,2023-09-08,2023-09-14
29076,168049,1,Outdoors,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,10185,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,199,0.2,96,3,0.60951,2023-09-08,2023-09-14
29077,168047,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10185,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,400,0.07,200,8,1.49661,2023-09-08,2023-09-14
29078,168048,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10185,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,50,0.12,125,150,0.91578,2023-09-08,2023-09-14
29079,168054,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1141,Europe,Northern Europe,Finland,USA,Standard Class,4,130,0.15,65,106,1.02406,2023-09-08,2023-03-25
29080,168053,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1141,Europe,Northern Europe,Finland,USA,Standard Class,4,130,0.16,65,106,1.02406,2023-09-08,2023-03-25
29081,162566,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1189,Europe,Western Europe,Germany,USA,Second Class,2,120,0.2,147,536,1.65666,2023-09-08,2023-09-12
29082,168430,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3522,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,160,  -  ,97,165,1.42805,2023-09-08,2023-09-10
29083,168059,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8397,Europe,Western Europe,Germany,Puerto Rico,First Class,1,240,0.16,147,536,1.65666,2023-09-08,2023-09-10
29084,144234,3,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3679,LATAM,Central America,Honduras,USA,Second Class,2,90,0.06,71,5,1.14285,2023-09-08,2023-09-09
29085,168063,3,Outdoors,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,9227,Europe,Western Europe,Germany,USA,Same Day,3,270,0.06,173,8,1.12102,2023-09-08,2023-09-11
29086,168064,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9227,Europe,Western Europe,Germany,USA,Same Day,3,250,0.04,125,531,0.92767,2023-09-08,2023-09-09
29087,168065,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9227,Europe,Western Europe,Germany,USA,Same Day,3,100,0.1,125,531,0.92767,2023-09-08,2023-09-09
29088,172361,1,Book Shop,Books,Sports Books,12599,Europe,Southern Europe,Italy,USA,Second Class,2,31,0.18,15,0,0.99432,2023-09-08,2023-09-14
29089,172370,1,Book Shop,Books,Sports Books,12608,Europe,Southern Europe,Italy,USA,Second Class,2,31,0.06,15,0,0.99432,2023-09-08,2023-09-14
29090,168071,4,Fitness,Lacrosse,Nike Kids' Grade School KD VI Basketball Shoe,5158,Europe,Southern Europe,Italy,USA,Standard Class,4,400,0.18,186,14,0.47433,2023-09-08,2023-09-10
29091,168069,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5158,Europe,Southern Europe,Italy,USA,Standard Class,4,150,0.02,125,531,0.92767,2023-09-08,2023-09-10
29092,168078,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3674,Europe,Southern Europe,Italy,USA,Standard Class,4,200,0.13,97,165,1.42805,2023-09-08,2023-09-12
29093,172668,1,Discs Shop,CDs,CDs of rock,12906,Europe,Southern Europe,Italy,USA,Second Class,2,11,0.2,6,1,0.87013,2023-09-08,2023-09-12
29094,168079,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3674,Europe,Southern Europe,Italy,USA,Standard Class,4,130,0.12,65,106,1.02406,2023-09-08,2023-09-12
29095,168090,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11397,Europe,Western Europe,Germany,USA,Second Class,2,50,0.09,125,150,0.91578,2023-09-08,2023-09-10
29096,4966,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4326,LATAM,Central America,Honduras,USA,First Class,1,100,0.2,245,105,0.35137,2023-09-08,2023-09-10
29097,168088,1,Footwear,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,11397,Europe,Western Europe,Germany,USA,Second Class,2,90,0.04,145,8,0.37901,2023-09-08,2023-09-10
29098,168100,1,Footwear,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1231,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,189,0.09,85,4,2.20668,2023-09-08,2023-09-12
29099,164056,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10445,Europe,Southern Europe,Spain,Puerto Rico,Second Class,2,130,0.05,65,106,1.02406,2023-09-08,2023-09-12
29100,168102,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1231,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,200,0.05,100,29,1.60905,2023-09-08,2023-09-12
29101,168107,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11645,Europe,Western Europe,Germany,USA,Standard Class,4,60,0.07,147,536,1.65666,2023-09-08,2023-09-10
29102,168109,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,10032,Europe,Northern Europe,Denmark,Puerto Rico,Standard Class,4,100,0.09,245,105,0.35137,2023-09-08,2023-09-12
29103,168110,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10032,Europe,Northern Europe,Denmark,Puerto Rico,Standard Class,4,130,0.06,65,106,1.02406,2023-09-08,2023-09-12
29104,168111,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10032,Europe,Northern Europe,Denmark,Puerto Rico,Standard Class,4,130,0.05,65,106,1.02406,2023-09-08,2023-09-12
29105,168108,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,10032,Europe,Northern Europe,Denmark,Puerto Rico,Standard Class,4,400,0.16,245,105,0.35137,2023-09-08,2023-09-12
29106,168036,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,9307,Europe,Western Europe,Germany,USA,First Class,1,200,0.16,97,165,1.42805,2023-09-08,2023-09-13
29107,168115,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5897,Europe,Northern Europe,United Kingdom,USA,Second Class,2,130,0.04,65,106,1.02406,2023-09-08,2023-09-10
29108,168126,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10136,Europe,Southern Europe,Italy,Puerto Rico,First Class,1,300,0.13,147,536,1.65666,2023-09-08,2023-09-10
29109,168125,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10136,Europe,Southern Europe,Italy,Puerto Rico,First Class,1,300,0.15,147,536,1.65666,2023-09-08,2023-09-10
29110,168122,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10136,Europe,Southern Europe,Italy,Puerto Rico,First Class,1,50,0.13,125,531,0.92767,2023-09-08,2023-09-10
29111,168124,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10136,Europe,Southern Europe,Italy,Puerto Rico,First Class,1,400,0.02,200,8,1.49661,2023-09-08,2023-09-10
29112,168129,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11614,Europe,Northern Europe,United Kingdom,Puerto Rico,First Class,1,400,0.01,200,8,1.49661,2023-09-08,2023-09-10
29113,168133,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7175,Europe,Western Europe,Germany,Puerto Rico,First Class,1,400,0.15,245,105,0.35137,2023-09-09,2022-03-26
29114,168134,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7175,Europe,Western Europe,Germany,Puerto Rico,First Class,1,130,0.03,65,106,1.02406,2023-09-09,2023-09-11
29115,168132,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7175,Europe,Western Europe,Germany,Puerto Rico,First Class,1,200,0.2,100,29,1.60905,2023-09-09,2023-09-11
29116,168140,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4195,Europe,Western Europe,Germany,USA,Standard Class,4,160,0.09,97,165,1.42805,2023-09-09,2023-09-15
29117,168137,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4195,Europe,Western Europe,Germany,USA,Standard Class,4,240,0.12,147,536,1.65666,2023-09-09,2023-09-15
29118,168139,1,Outdoors,Golf Gloves,TaylorMade 2023 Purelite Stand Bag,4195,Europe,Western Europe,Germany,USA,Standard Class,4,180,0.17,85,0,0.12471,2023-09-09,2023-09-15
29119,168138,1,Outdoors,Men's Golf Clubs,Merrell Women's Grassbow Sport Waterproof Hik,4195,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.02,60,0,2.12731,2023-09-09,2023-09-15
29120,168143,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8032,Europe,Southern Europe,Portugal,Puerto Rico,Standard Class,4,300,0.02,150,34,0.76535,2023-09-09,2022-07-18
29121,168147,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2781,Europe,Western Europe,Netherlands,Puerto Rico,Standard Class,4,130,0.25,65,106,1.02406,2023-09-09,2023-09-13
29122,168152,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9328,Europe,Western Europe,France,USA,First Class,1,300,0.01,150,34,0.76535,2023-09-09,2023-08-17
29123,168153,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9328,Europe,Western Europe,France,USA,First Class,1,130,0.2,65,106,1.02406,2023-09-09,2023-09-11
29124,168157,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8514,Europe,Western Europe,France,Puerto Rico,First Class,1,300,0.12,147,536,1.65666,2023-09-09,2023-09-11
29125,168156,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8514,Europe,Western Europe,France,Puerto Rico,First Class,1,150,0.2,125,531,0.92767,2023-09-09,2021-10-16
29126,168158,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8514,Europe,Western Europe,France,Puerto Rico,First Class,1,200,0.16,100,29,1.60905,2023-09-09,2023-09-11
29127,168159,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10159,Europe,Western Europe,France,USA,First Class,1,120,0.01,147,536,1.65666,2023-09-09,2023-09-11
29128,168162,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11589,Europe,Southern Europe,Portugal,USA,Standard Class,4,200,0.15,100,29,1.60905,2023-09-09,2023-09-13
29129,168163,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11589,Europe,Southern Europe,Portugal,USA,Standard Class,4,130,0.18,65,106,1.02406,2023-09-09,2023-09-13
29130,168167,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5849,Europe,Western Europe,France,USA,Standard Class,4,300,  -  ,150,34,0.76535,2023-09-09,2021-01-12
29131,168166,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5849,Europe,Western Europe,France,USA,Standard Class,4,130,0.17,65,106,1.02406,2023-09-09,2023-09-11
29132,168168,1,Outdoors,Kids' Golf Clubs,Polar Loop Activity Tracker,5849,Europe,Western Europe,France,USA,Standard Class,4,110,0.05,54,3,1.21829,2023-09-09,2023-09-11
29133,168182,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7298,Europe,Western Europe,France,USA,First Class,1,400,0.15,200,8,1.49661,2023-09-09,2023-09-11
29134,168183,1,Outdoors,Kids' Golf Clubs,GolfBuddy VT3 GPS Watch,7298,Europe,Western Europe,France,USA,First Class,1,200,0.12,63,3,0.94895,2023-09-09,2023-09-11
29135,168181,4,Fitness,Lacrosse,Nike Kids' Grade School KD VI Basketball Shoe,7298,Europe,Western Europe,France,USA,First Class,1,400,0.13,186,14,0.47433,2023-09-09,2023-09-11
29136,168184,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7334,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,130,0.13,65,106,1.02406,2023-09-09,2023-09-11
29137,168186,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7334,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,130,0.12,65,106,1.02406,2023-09-09,2023-09-11
29138,168187,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7334,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,50,0.07,125,150,0.91578,2023-09-09,2023-09-11
29139,168195,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6352,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,130,0.1,65,106,1.02406,2023-09-09,2023-09-13
29140,168194,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6352,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,150,0.18,125,531,0.92767,2023-09-09,2023-09-21
29141,168203,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7316,Europe,Southern Europe,Italy,USA,Standard Class,4,120,0.16,97,165,1.42805,2023-09-09,2023-09-11
29142,168199,2,Outdoors,Kids' Golf Clubs,Fitbit The One Wireless Activity & Sleep Trac,7316,Europe,Southern Europe,Italy,USA,Standard Class,4,200,0.12,117,1,2.04271,2023-09-09,2023-09-11
29143,168200,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7316,Europe,Southern Europe,Italy,USA,Standard Class,4,400,0.1,200,8,1.49661,2023-09-09,2023-09-08
29144,168201,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7316,Europe,Southern Europe,Italy,USA,Standard Class,4,400,0.09,200,8,1.49661,2023-09-09,2023-09-10
29145,168202,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7316,Europe,Southern Europe,Italy,USA,Standard Class,4,300,0.2,150,34,0.76535,2023-09-09,2023-09-11
29146,168211,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2829,Europe,Northern Europe,United Kingdom,USA,First Class,1,120,0.25,147,536,1.65666,2023-09-09,2022-09-20
29147,168210,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2829,Europe,Northern Europe,United Kingdom,USA,First Class,1,300,0.1,147,536,1.65666,2023-09-09,2023-09-11
29148,168212,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2829,Europe,Northern Europe,United Kingdom,USA,First Class,1,300,0.17,150,34,0.76535,2023-09-09,2023-09-11
29149,168209,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2829,Europe,Northern Europe,United Kingdom,USA,First Class,1,300,0.18,150,34,0.76535,2023-09-09,2023-09-11
29150,168223,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,3411,Europe,Western Europe,France,USA,Standard Class,4,200,0.06,100,29,1.60905,2023-09-09,2023-09-13
29151,168222,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3411,Europe,Western Europe,France,USA,Standard Class,4,200,0.12,245,105,0.35137,2023-09-09,2023-09-14
29152,168220,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3411,Europe,Western Europe,France,USA,Standard Class,4,300,0.09,147,536,1.65666,2023-09-09,2023-09-13
29153,168232,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10985,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,250,  -  ,125,531,0.92767,2023-09-09,2023-09-11
29154,168234,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10985,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,120,0.18,147,536,1.65666,2023-09-09,2023-09-11
29155,174871,1,Discs Shop,DVDs,DVDs,15109,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,164,0.18,79,2,2.22212,2023-09-09,2023-07-06
29156,168233,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10985,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,200,0.04,100,29,1.60905,2023-09-09,2023-09-11
29157,168235,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10985,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,300,0.15,150,34,0.76535,2023-09-09,2023-09-11
29158,168243,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7317,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,130,0.05,65,106,1.02406,2023-09-09,2023-09-13
29159,168242,5,Outdoors,Men's Golf Clubs,Merrell Women's Grassbow Sport Hiking Shoe,7317,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,500,0.17,235,10,0.31175,2023-09-09,2023-09-13
29160,168241,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7317,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,200,0.09,245,105,0.35137,2023-09-09,2022-03-27
29161,168240,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7317,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,150,0.03,125,150,0.91578,2023-09-09,2023-09-13
29162,168247,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4776,Europe,Northern Europe,United Kingdom,USA,Second Class,2,400,0.07,200,8,1.49661,2023-09-09,2023-09-15
29163,168246,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4776,Europe,Northern Europe,United Kingdom,USA,Second Class,2,180,0.18,147,536,1.65666,2023-09-09,2023-09-15
29164,24944,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11028,LATAM,Central America,Mexico,USA,First Class,1,300,0.03,147,536,1.65666,2023-09-09,2023-09-15
29165,167557,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11229,Europe,Western Europe,France,USA,Standard Class,4,150,0.1,125,150,0.91578,2023-09-09,2023-09-11
29166,168252,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,737,Europe,Northern Europe,United Kingdom,USA,Second Class,2,250,0.25,125,531,0.92767,2023-09-09,2023-09-11
29167,168251,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,737,Europe,Northern Europe,United Kingdom,USA,Second Class,2,120,0.17,147,536,1.65666,2023-09-09,2023-09-11
29168,149205,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8128,LATAM,South America,Brazil,Puerto Rico,Second Class,2,100,0.16,125,531,0.92767,2023-09-09,2022-06-05
29169,168261,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3850,Europe,Western Europe,France,USA,Standard Class,4,130,0.02,65,106,1.02406,2023-09-09,2023-09-13
29170,168257,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3850,Europe,Western Europe,France,USA,Standard Class,4,400,0.06,200,8,1.49661,2023-09-09,2023-09-13
29171,168259,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3850,Europe,Western Europe,France,USA,Standard Class,4,300,0.1,150,34,0.76535,2023-09-09,2022-11-03
29172,168266,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2845,Europe,Western Europe,France,USA,Standard Class,4,50,0.06,125,150,0.91578,2023-09-09,2023-08-08
29173,53870,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7468,Pacific Asia,Oceania,Australia,Puerto Rico,Standard Class,4,100,0.03,245,105,0.35137,2023-09-09,2023-09-12
29174,168274,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3694,Europe,Western Europe,France,USA,Standard Class,4,100,0.04,125,531,0.92767,2023-09-09,2023-09-12
29175,168273,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3694,Europe,Western Europe,France,USA,Standard Class,4,300,0.07,150,34,0.76535,2023-09-09,2023-09-13
29176,168276,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9184,Europe,Western Europe,France,Puerto Rico,Second Class,2,200,0.01,100,29,1.60905,2023-09-09,2023-09-15
29177,168279,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2784,Europe,Western Europe,France,USA,Second Class,2,200,  -  ,100,29,1.60905,2023-09-09,2023-09-11
29178,168288,3,Outdoors,Golf Gloves,Bag Boy M330 Push Cart,7327,Europe,Western Europe,Austria,USA,Standard Class,4,240,0.16,188,4,1.39513,2023-09-09,2023-09-11
29179,168289,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7327,Europe,Western Europe,Austria,USA,Standard Class,4,200,0.07,245,105,0.35137,2023-09-09,2023-09-17
29180,168291,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7327,Europe,Western Europe,Austria,USA,Standard Class,4,200,0.03,125,531,0.92767,2023-09-09,2023-09-11
29181,168290,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7327,Europe,Western Europe,Austria,USA,Standard Class,4,300,0.06,147,536,1.65666,2023-09-09,2023-10-04
29182,168292,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7327,Europe,Western Europe,Austria,USA,Standard Class,4,240,0.06,147,536,1.65666,2023-09-09,2023-09-18
29183,38043,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7172,Europe,Southern Europe,Italy,Puerto Rico,Standard Class,4,240,0.01,147,536,1.65666,2023-09-09,2023-09-12
29184,168295,2,Footwear,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,10046,Europe,Western Europe,Austria,Puerto Rico,Standard Class,4,200,0.06,135,3,2.07699,2023-09-09,2023-09-13
29185,168296,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10046,Europe,Western Europe,Austria,Puerto Rico,Standard Class,4,180,0.17,147,536,1.65666,2023-09-09,2023-09-13
29186,168300,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10962,Europe,Western Europe,France,Puerto Rico,Standard Class,4,200,0.25,100,29,1.60905,2023-09-09,2023-09-13
29187,168301,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10962,Europe,Western Europe,France,Puerto Rico,Standard Class,4,200,0.2,100,29,1.60905,2023-09-09,2023-09-13
29188,168306,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1787,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,40,0.03,97,165,1.42805,2023-09-10,2023-09-12
29189,168305,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1787,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,130,0.18,65,106,1.02406,2023-09-10,2023-09-12
29190,168308,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1787,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,200,0.18,100,29,1.60905,2023-09-10,2023-09-12
29191,168314,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,10420,Europe,Western Europe,Belgium,USA,Standard Class,4,300,0.03,150,34,0.76535,2023-09-10,2023-09-14
29192,167670,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11080,Europe,Western Europe,Germany,USA,Second Class,2,300,0.04,147,536,1.65666,2023-09-10,2023-09-14
29193,168317,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1989,Europe,Northern Europe,United Kingdom,Puerto Rico,Same Day,3,130,0.17,65,106,1.02406,2023-09-10,2023-09-10
29194,168322,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6096,Europe,Western Europe,France,USA,Same Day,3,300,0.04,147,536,1.65666,2023-09-10,2023-09-10
29195,168323,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,6096,Europe,Western Europe,France,USA,Same Day,3,60,0.03,147,536,1.65666,2023-09-10,2023-09-10
29196,168321,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6096,Europe,Western Europe,France,USA,Same Day,3,400,0.01,200,8,1.49661,2023-09-10,2023-09-10
29197,168327,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7183,Europe,Western Europe,France,USA,Same Day,3,200,0.16,100,29,1.60905,2023-09-10,2023-09-10
29198,168328,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,7183,Europe,Western Europe,France,USA,Same Day,3,300,0.02,150,34,0.76535,2023-09-10,2023-09-10
29199,168338,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4572,Europe,Northern Europe,Sweden,USA,Standard Class,4,500,0.15,245,105,0.35137,2023-09-10,2023-09-12
29200,168337,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4572,Europe,Northern Europe,Sweden,USA,Standard Class,4,300,0.01,150,34,0.76535,2023-09-10,2022-11-13
29201,168341,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2546,Europe,Western Europe,France,Puerto Rico,Same Day,3,200,  -  ,125,150,0.91578,2023-09-10,2023-09-10
29202,168348,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11045,Europe,Western Europe,France,Puerto Rico,First Class,1,400,0.18,200,8,1.49661,2023-09-10,2023-09-12
29203,168347,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11045,Europe,Western Europe,France,Puerto Rico,First Class,1,200,0.15,100,29,1.60905,2023-09-10,2023-09-12
29204,164516,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,8768,Europe,Western Europe,France,USA,Standard Class,4,160,  -  ,97,165,1.42805,2023-09-10,2023-09-12
29205,168352,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,272,Europe,Western Europe,France,Puerto Rico,Standard Class,4,100,0.01,125,531,0.92767,2023-09-10,2023-09-14
29206,168354,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,272,Europe,Western Europe,France,Puerto Rico,Standard Class,4,300,  -  ,150,34,0.76535,2023-09-10,2023-09-14
29207,168353,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,272,Europe,Western Europe,France,Puerto Rico,Standard Class,4,400,0.17,200,8,1.49661,2023-09-10,2023-09-14
29208,168361,2,Outdoors,Golf Shoes,LIJA Women's Argyle Golf Polo,2023,Europe,Northern Europe,United Kingdom,USA,Standard Class,4,160,0.16,134,4,1.50784,2023-09-10,2023-09-12
29209,168367,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4615,Europe,Western Europe,Netherlands,USA,Standard Class,4,400,0.15,200,8,1.49661,2023-09-10,2022-11-09
29210,168376,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8074,Europe,Western Europe,France,USA,Standard Class,4,400,0.13,200,8,1.49661,2023-09-10,2023-09-16
